Date,"Page description","Series code",Count
"Feb 2019","Full-text PDF",comj,3473
"Feb 2019","Full-text PDF",ling,3207
"Feb 2019","Full-text PDF",tacl,2698
"Feb 2019","Full-text PDF",adev,2568
"Feb 2019","Full-text PDF",tneq,2471
"Feb 2019","Full-text PDF",isal,2452
"Feb 2019","Full-text PDF",afar,2438
"Feb 2019","Full-text PDF",posc,2246
"Feb 2019","Full-text PDF",pajj,2223
"Feb 2019","Full-text PDF",evco,2183
"Feb 2019","Full-text PDF",netn,2158
"Feb 2019","Full-text PDF",artl,1889
"Feb 2019","Full-text PDF",asep,1418
"Feb 2019","Full-text PDF",ajhe,1161
"Feb 2019","Full-text PDF",lmj,969
"Feb 2019","Full-text PDF",thld,865
"Feb 2019","Full-text PDF",artm,779
"Feb 2019","Full-text PDF",cpsy,580
"Feb 2019","Full-text PDF",opmi,278
"Feb 2019","Full-text PDF",ecal,157
"Feb 2019","Full-text PDF",pam,22
"Feb 2019","Full-text PDF",live,17
"Feb 2019","Full-text HTML",jocn,23245
"Feb 2019","Full-text HTML",isec,22675
"Feb 2019","Full-text HTML",neco,10024
"Feb 2019","Full-text HTML",daed,6550
"Feb 2019","Full-text HTML",coli,5508
"Feb 2019","Full-text HTML",edfp,4751
"Feb 2019","Full-text HTML",netn,4741
"Feb 2019","Full-text HTML",glep,3772
"Feb 2019","Full-text HTML",jcws,2801
"Feb 2019","Full-text HTML",ajhe,2263
"Feb 2019","Full-text HTML",jinh,2072
"Feb 2019","Full-text HTML",ling,1858
"Feb 2019","Full-text HTML",artl,1847
"Feb 2019","Full-text HTML",adev,1694
"Feb 2019","Full-text HTML",cpsy,1584
"Feb 2019","Full-text HTML",rest,1440
"Feb 2019","Full-text HTML",evco,1400
"Feb 2019","Full-text HTML",afar,1342
"Feb 2019","Full-text HTML",asep,1209
"Feb 2019","Full-text HTML",posc,1075
"Feb 2019","Full-text HTML",leon,617
"Feb 2019","Full-text HTML",opmi,542
"Feb 2019","Full-text HTML",dram,352
"Feb 2019","Full-text HTML",desi,337
"Feb 2019","Full-text HTML",octo,317
"Feb 2019","Full-text HTML",pres,177
"Feb 2019","Full-text HTML",comj,139
"Feb 2019","Full-text HTML",grey,119
"Feb 2019","Full-text HTML",lmj,91
"Feb 2019","Full-text HTML",thld,89
"Feb 2019","Full-text HTML",tneq,74
"Feb 2019","Full-text HTML",pajj,73
"Feb 2019","Full-text HTML",artm,34
"Feb 2019","Full-text HTML",isal,26
"Feb 2019","Full-text HTML",pam,3
"Feb 2019","Full-text HTML",live,1
"Feb 2019","Full-text EPUB",isec,269
"Feb 2019","Full-text EPUB",daed,108
"Feb 2019","Full-text EPUB",afar,23
"Feb 2019","Full-text EPUB",netn,1
"Mar 2019",Abstracts,rest,5034
"Mar 2019",Abstracts,jocn,3503
"Mar 2019",Abstracts,isec,2341
"Mar 2019",Abstracts,neco,1891
"Mar 2019",Abstracts,pres,1028
"Mar 2019",Abstracts,glep,956
"Mar 2019",Abstracts,jinh,931
"Mar 2019",Abstracts,desi,829
"Mar 2019",Abstracts,leon,744
"Mar 2019",Abstracts,daed,741
"Mar 2019",Abstracts,dram,632
"Mar 2019",Abstracts,jcws,551
"Mar 2019",Abstracts,evco,473
"Mar 2019",Abstracts,octo,467
"Mar 2019",Abstracts,coli,437
"Mar 2019",Abstracts,ling,383
"Mar 2019",Abstracts,artl,350
"Mar 2019",Abstracts,grey,329
"Mar 2019",Abstracts,afar,315
"Mar 2019",Abstracts,edfp,315
"Mar 2019",Abstracts,tacl,305
"Mar 2019",Abstracts,comj,279
"Mar 2019",Abstracts,tneq,236
"Mar 2019",Abstracts,pajj,215
"Mar 2019",Abstracts,asep,200
"Mar 2019",Abstracts,itgg,178
"Mar 2019",Abstracts,posc,161
"Mar 2019",Abstracts,thld,143
"Mar 2019",Abstracts,lmj,126
"Mar 2019",Abstracts,ajhe,123
"Mar 2019",Abstracts,isal,97
"Mar 2019",Abstracts,artm,80
"Mar 2019",Abstracts,netn,36
"Mar 2019",Abstracts,ecal,30
"Mar 2019",Abstracts,adev,27
"Mar 2019",Abstracts,cpsy,12
"Mar 2019",Abstracts,pam,5
"Mar 2019",Abstracts,opmi,3
"Mar 2019",Abstracts,live,1
"Mar 2019","Full-text PDF",rest,2321
"Mar 2019","Full-text PDF",isec,2230
"Mar 2019","Full-text PDF",jocn,1327
"Mar 2019","Full-text PDF",neco,943
"Mar 2019","Full-text PDF",desi,774
"Mar 2019","Full-text PDF",itgg,747
"Mar 2019","Full-text PDF",coli,660
"Mar 2019","Full-text PDF",daed,647
"Mar 2019","Full-text PDF",jinh,535
"Mar 2019","Full-text PDF",glep,514
"Mar 2019","Full-text PDF",octo,449
"Mar 2019","Full-text PDF",dram,421
"Mar 2019","Full-text PDF",leon,401
"Mar 2019","Full-text PDF",pres,396
"Mar 2019","Full-text PDF",jcws,371
"Mar 2019","Full-text PDF",isal,270
"Mar 2019","Full-text PDF",grey,254
"Mar 2019","Full-text PDF",tacl,251
"Mar 2019","Full-text PDF",comj,248
"Mar 2019","Full-text PDF",tneq,246
"Mar 2019","Full-text PDF",adev,233
"Mar 2019","Full-text PDF",ling,220
"Mar 2019","Full-text PDF",pajj,190
"Mar 2019","Full-text PDF",edfp,187
"Mar 2019","Full-text PDF",afar,166
"Mar 2019","Full-text PDF",posc,149
"Mar 2019","Full-text PDF",evco,147
"Mar 2019","Full-text PDF",artl,127
"Mar 2019","Full-text PDF",asep,115
"Mar 2019","Full-text PDF",thld,95
"Mar 2019","Full-text PDF",netn,91
"Mar 2019","Full-text PDF",lmj,89
"Mar 2019","Full-text PDF",ajhe,58
"Mar 2019","Full-text PDF",artm,43
"Mar 2019","Full-text PDF",cpsy,31
"Mar 2019","Full-text PDF",opmi,19
"Mar 2019","Full-text PDF",ecal,10
"Mar 2019","Full-text PDF",pam,3
"Mar 2019","Full-text PDF",live,1
"Mar 2019","Full-text HTML",jocn,1693
"Mar 2019","Full-text HTML",isec,1181
"Mar 2019","Full-text HTML",neco,664
"Mar 2019","Full-text HTML",coli,450
"Mar 2019","Full-text HTML",daed,448
"Mar 2019","Full-text HTML",glep,438
"Mar 2019","Full-text HTML",jinh,397
"Mar 2019","Full-text HTML",jcws,250
"Mar 2019","Full-text HTML",edfp,228
"Mar 2019","Full-text HTML",netn,194
"Mar 2019","Full-text HTML",adev,179
"Mar 2019","Full-text HTML",artl,146
"Mar 2019","Full-text HTML",ling,134
"Mar 2019","Full-text HTML",cpsy,119
"Mar 2019","Full-text HTML",rest,111
"Mar 2019","Full-text HTML",ajhe,106
"Mar 2019","Full-text HTML",evco,96
"Mar 2019","Full-text HTML",afar,95
"Mar 2019","Full-text HTML",asep,67
"Mar 2019","Full-text HTML",posc,59
"Mar 2019","Full-text HTML",dram,41
"Mar 2019","Full-text HTML",opmi,31
"Mar 2019","Full-text HTML",leon,20
"Mar 2019","Full-text HTML",octo,18
"Mar 2019","Full-text HTML",desi,17
"Mar 2019","Full-text HTML",comj,13
"Mar 2019","Full-text HTML",pres,11
"Mar 2019","Full-text HTML",pajj,9
"Mar 2019","Full-text HTML",thld,9
"Mar 2019","Full-text HTML",grey,4
"Mar 2019","Full-text HTML",tneq,4
"Mar 2019","Full-text HTML",isal,2
"Mar 2019","Full-text HTML",artm,1
"Mar 2019","Full-text HTML",lmj,1
"Mar 2019","Full-text EPUB",isec,10
"Mar 2019","Full-text EPUB",daed,3
